Date,Open,High,Low,Close,Volume,VIX_Close,VIX3M_Close,HYG_Close,TNX_Close,IRX_Close,DXY_Close,Gold_Close,SKEW_Close
1993-01-27,439.95,440.04,436.82,438.11,277020000,12.01,,,6.48,2.91,91.36,,114.24
1993-01-28,438.13,439.14,437.3,438.66,256980000,12.04,,,6.44,2.9,91.28,,114.2
1993-01-29,438.67,438.93,436.91,438.78,247200000,12.42,,,6.39,2.9,92.46,,113.9
1993-02-01,438.78,442.52,438.78,442.52,238570000,12.33,,,6.38,2.9,93.56,,117.84
1993-02-02,442.52,442.87,440.76,442.55,271560000,12.25,,,6.46,2.96,93.92,,115.46
1993-02-03,442.56,447.35,442.56,447.2,345410000,12.12,,,6.45,2.93,94.24,,116.06
1993-02-04,447.2,449.86,447.2,449.56,351140000,12.29,,,6.39,2.9,94.53,,115.81
1993-02-05,449.56,449.56,446.95,448.93,324710000,12.9,,,6.32,2.9,94.4,,115.09
1993-02-08,448.94,450.04,447.7,447.85,243400000,13.22,,,6.37,2.92,94.35,,117.12
1993-02-09,448.04,448.04,444.52,445.33,240410000,13.48,,,6.41,2.93,94.03,,115.67
1993-02-10,445.33,446.37,444.24,446.23,251910000,13.43,,,6.4,2.94,94.48,,116.62
1993-02-11,446.21,449.36,446.21,447.66,257190000,12.69,,,6.37,2.92,94.32,,116.24
1993-02-12,447.66,447.7,444.58,444.58,216810000,12.38,,,6.35,2.93,94.25,,116.49
1993-02-16,444.53,444.53,433.47,433.91,332850000,15.76,,,6.34,2.93,93.09,,112.75
1993-02-17,433.93,433.97,430.92,433.3,302210000,15.9,,,6.28,2.91,92.93,,113.97
1993-02-18,433.3,437.79,428.25,431.9,311180000,15.56,,,6.17,2.89,93.2,,114.69
1993-02-19,431.93,434.26,431.68,434.22,310700000,15.02,,,6.15,2.93,93.35,,116.44
1993-02-22,434.21,436.49,433.53,435.24,311570000,14.7,,,6.09,2.95,92.65,,116.32
1993-02-23,435.34,436.84,432.41,434.8,329060000,15.04,,,5.92,2.94,92.91,,116.2
1993-02-24,434.76,440.87,434.68,440.87,316750000,14.72,,,6.01,2.96,93.41,,118.2
1993-02-25,440.7,442.34,439.67,442.34,252860000,13.76,,,6.03,2.95,93.52,,115.66
1993-02-26,442.34,443.77,440.98,443.38,234160000,13.16,,,6.03,2.95,94.05,,117.11
1993-03-01,443.38,444.18,441.34,442.01,232460000,13.6,,,5.94,2.95,94.18,,114.16
1993-03-02,442.0,447.91,441.07,447.9,269750000,12.49,,,5.95,2.97,93.24,,118.93
1993-03-03,447.9,450.0,447.73,449.26,277380000,13.13,,,5.88,2.94,93.4,,125.28
1993-03-04,449.26,449.52,446.72,447.34,234220000,13.44,,,5.83,2.91,93.22,,115.29
1993-03-05,447.34,449.59,445.56,446.11,253480000,14.08,,,5.9,3.0,94.3,,114.74
1993-03-08,446.12,454.71,446.12,454.71,275290000,16.22,,,5.85,3.0,94.02,,113.78
1993-03-09,454.67,455.52,453.68,454.4,290670000,14.17,,,5.91,2.99,94.38,,115.91
1993-03-10,454.4,456.34,452.7,456.33,255610000,13.91,,,5.97,2.98,94.29,,116.75
1993-03-11,456.35,456.76,453.48,453.72,257060000,14.26,,,5.96,2.96,94.36,,115.2
1993-03-12,453.7,453.7,447.04,449.83,255420000,15.66,,,6.11,2.97,94.5,,116.37
1993-03-15,449.83,451.43,449.4,451.43,195930000,14.74,,,6.17,2.99,94.51,,114.14
1993-03-16,451.43,452.36,451.01,451.37,218820000,14.51,,,6.06,2.98,94.3,,113.72
1993-03-17,451.36,451.36,447.99,448.31,241270000,14.53,,,6.02,2.98,94.22,,110.61
1993-03-18,448.36,452.39,448.36,451.89,241180000,14.17,,,5.93,2.95,93.18,,114.05
1993-03-19,451.9,453.32,449.91,450.18,339660000,13.23,,,5.95,2.96,92.89,,111.15
1993-03-22,450.17,450.17,446.08,448.88,233190000,13.66,,,5.96,2.94,92.92,,111.9
1993-03-23,448.88,449.8,448.3,448.76,232730000,13.02,,,5.91,2.92,92.73,,112.81
1993-03-24,448.71,450.9,446.1,448.07,274300000,12.44,,,5.95,2.92,93.29,,112.06
1993-03-25,448.09,451.75,447.93,450.88,251530000,12.08,,,5.98,2.91,93.52,,112.59
1993-03-26,450.91,452.09,447.69,447.78,226650000,12.21,,,6.09,2.93,92.93,,112.82
1993-03-29,447.76,452.81,447.75,450.77,199970000,12.63,,,6.06,2.94,92.78,,113.22
1993-03-30,450.79,452.06,449.63,451.97,231190000,12.23,,,6.02,2.91,92.45,,111.51
1993-03-31,451.97,454.88,451.67,451.67,279190000,12.53,,,6.03,2.89,91.87,,110.83
1993-04-01,451.67,452.63,449.6,450.3,234530000,13.02,,,6.06,2.9,91.1,,110.96
1993-04-02,450.28,450.28,440.71,441.39,323330000,14.5,,,6.16,2.91,91.37,,110.6
1993-04-05,441.42,442.43,440.53,442.29,296080000,14.12,,,6.13,2.9,91.21,,110.46
1993-04-06,442.29,443.38,439.48,441.16,293680000,14.24,,,6.08,2.91,91.72,,110.01
1993-04-07,441.16,442.73,440.5,442.73,300000000,13.64,,,6.07,2.92,91.96,,111.14
1993-04-08,442.71,443.77,440.02,441.84,284370000,12.83,,,5.97,2.9,91.26,,111.88
1993-04-12,441.84,448.37,441.84,448.37,259690000,11.93,,,5.92,2.89,90.67,,112.55
1993-04-13,448.41,450.4,447.66,449.22,286690000,11.7,,,5.93,2.85,89.97,,113.08
1993-04-14,449.22,450.0,448.02,448.66,257340000,11.76,,,5.9,2.82,90.5,,112.44
1993-04-15,448.6,449.11,446.39,448.4,259500000,10.96,,,5.88,2.84,90.95,,112.47
1993-04-16,448.41,449.39,447.67,448.94,305160000,11.29,,,5.89,2.84,91.31,,112.9
1993-04-19,448.94,449.14,445.85,447.46,244710000,12.06,,,5.87,2.81,90.35,,110.83
1993-04-20,447.46,447.46,441.81,445.1,317990000,11.94,,,5.87,2.79,90.18,,113.16
1993-04-21,445.09,445.77,443.08,443.63,287300000,12.11,,,5.86,2.8,90.32,,111.54
1993-04-22,443.55,445.73,439.46,439.46,310390000,12.68,,,5.85,2.82,89.78,,110.19
1993-04-23,439.49,439.49,436.82,437.03,259810000,13.36,,,5.89,2.84,89.38,,109.8
1993-04-26,437.03,438.35,432.3,433.54,283260000,15.25,,,5.94,2.89,88.51,,110.67
1993-04-27,433.52,438.02,433.14,438.01,284140000,13.93,,,6.02,2.91,89.61,,113.41
1993-04-28,438.01,438.8,436.68,438.02,267980000,13.12,,,6.03,2.92,89.27,,112.18
1993-04-29,438.02,438.96,435.59,438.89,249760000,12.8,,,5.99,2.9,89.25,,114.65
1993-04-30,438.89,442.29,438.89,440.19,247460000,12.42,,,6.05,2.91,89.49,,112.33
1993-05-03,440.19,442.59,438.25,442.46,224970000,12.9,,,5.96,2.87,89.32,,112.11
1993-05-04,442.58,445.19,442.45,444.05,268310000,12.14,,,5.92,2.87,89.0,,109.97
1993-05-05,443.98,446.09,443.76,444.52,274240000,12.38,,,5.93,2.89,89.11,,111.1
1993-05-06,444.6,444.81,442.9,443.26,255460000,13.22,,,5.89,2.86,88.77,,111.68
1993-05-07,443.28,443.7,441.69,442.31,223570000,13.01,,,5.92,2.87,89.23,,113.32
1993-05-10,442.34,445.42,442.05,442.8,235580000,13.72,,,5.89,2.87,90.52,,112.99
1993-05-11,442.8,444.57,441.52,444.36,218480000,13.35,,,5.89,2.89,90.51,,112.76
1993-05-12,444.32,445.16,442.87,444.8,255680000,13.56,,,5.96,2.9,90.58,,114.83
1993-05-13,444.75,444.75,439.23,439.23,293920000,14.76,,,6.02,2.93,90.93,,112.94
1993-05-14,439.22,439.82,438.1,439.56,252910000,14.39,,,6.03,2.96,90.17,,116.03
1993-05-17,439.56,440.38,437.83,440.37,227580000,14.13,,,6.07,3.0,90.64,,115.07
1993-05-18,440.39,441.26,437.95,440.32,264300000,14.19,,,6.15,3.01,90.9,,115.42
1993-05-19,440.32,447.86,436.86,447.57,342420000,14.29,,,6.11,2.97,90.66,,117.58
1993-05-20,447.57,450.59,447.36,450.59,289160000,13.98,,,6.09,2.96,90.39,,120.27
1993-05-21,450.59,450.59,444.89,445.84,279120000,14.51,,,6.16,3.0,90.7,,118.02
1993-05-24,445.84,448.44,445.26,448.0,197990000,14.1,,,6.16,3.04,91.04,,117.76
1993-05-25,448.0,449.04,447.7,448.85,222090000,14.04,,,6.17,3.07,90.62,,118.56
1993-05-26,448.85,453.51,448.82,453.44,274230000,12.88,,,6.12,3.05,90.49,,117.1
1993-05-27,453.44,454.55,451.14,452.41,300810000,13.1,,,6.11,3.06,89.52,,115.06
1993-05-28,452.41,452.41,447.67,450.19,207820000,13.47,,,6.16,3.06,88.96,,122.04
1993-06-01,450.23,455.63,450.23,453.83,229690000,13.67,,,6.07,3.04,89.02,,120.77
1993-06-02,453.83,454.53,452.68,453.85,295560000,13.48,,,6.06,3.07,89.4,,115.38
1993-06-03,453.84,453.85,451.12,452.49,285570000,13.54,,,6.02,3.03,89.32,,114.62
1993-06-04,452.43,452.43,448.92,450.06,226440000,12.86,,,6.11,3.11,90.75,,114.59
1993-06-07,450.07,450.75,447.32,447.69,236920000,14.07,,,6.08,3.1,90.42,,111.22
1993-06-08,447.65,447.65,444.31,444.71,240640000,14.74,,,6.09,3.13,90.44,,119.48
1993-06-09,444.71,447.39,444.66,445.78,249030000,13.96,,,6.07,3.11,90.83,,111.47
1993-06-10,445.78,446.22,444.09,445.38,232600000,13.31,,,6.07,3.11,90.44,,121.28
1993-06-11,445.38,448.19,445.38,447.26,256750000,12.71,,,5.97,3.05,90.44,,113.32
1993-06-14,447.26,448.64,447.23,447.71,210440000,12.33,,,5.97,3.05,90.3,,111.84
1993-06-15,447.73,448.28,446.18,446.27,234110000,11.99,,,5.96,3.05,91.07,,110.13
1993-06-16,446.27,447.43,443.61,447.43,267500000,11.87,,,5.96,3.04,91.73,,111.89
1993-06-17,447.43,448.98,446.91,448.54,239810000,11.66,,,5.93,3.03,91.78,,112.34
1993-06-18,448.54,448.59,443.68,443.68,300500000,12.24,,,5.97,3.06,92.93,,111.05
1993-06-21,443.68,446.22,443.68,446.22,223650000,12.25,,,5.92,3.06,93.36,,113.83
1993-06-22,446.25,446.29,444.94,445.93,259530000,11.65,,,5.91,3.09,93.76,,109.13
1993-06-23,445.96,445.96,443.19,443.19,278260000,12.04,,,5.91,3.12,93.48,,112.13
1993-06-24,443.04,447.21,442.5,446.62,267450000,12.25,,,5.88,3.1,94.08,,115.26
1993-06-25,446.62,448.64,446.62,447.6,210430000,11.25,,,5.84,3.08,93.55,,111.53
1993-06-28,447.6,451.9,447.6,451.85,242090000,11.11,,,5.8,3.07,93.41,,112.52
1993-06-29,451.89,451.9,449.67,450.69,276310000,11.29,,,5.79,3.03,92.84,,110.07
1993-06-30,450.69,451.47,450.15,450.53,281120000,11.26,,,5.8,3.03,93.63,,110.55
1993-07-01,450.54,451.15,448.71,449.02,292040000,11.51,,,5.8,2.99,93.19,,109.14
1993-07-02,449.02,449.02,445.2,445.84,220750000,11.33,,,5.76,2.95,93.48,,108.63
1993-07-06,445.86,446.87,441.42,441.43,234810000,13.87,,,5.8,3.01,93.83,,108.43
1993-07-07,441.4,443.63,441.4,442.83,253170000,13.05,,,5.8,3.04,94.0,,109.46
1993-07-08,442.84,448.64,442.84,448.64,282910000,12.24,,,5.78,3.02,94.0,,110.47
1993-07-09,448.64,448.94,446.74,448.11,235210000,10.8,,,5.76,3.02,94.98,,111.3
1993-07-12,448.13,449.11,447.71,448.98,202310000,10.85,,,5.75,3.01,95.26,,110.25
1993-07-13,449.0,450.7,448.07,448.09,236720000,11.02,,,5.78,3.04,94.6,,110.07
1993-07-14,448.08,451.12,448.08,450.08,297430000,10.78,,,5.72,3.01,94.48,,110.44
1993-07-15,450.09,450.12,447.26,449.22,277810000,10.6,,,5.72,3.01,94.86,,111.69
1993-07-16,449.07,449.08,445.66,445.75,263100000,10.96,,,5.71,3.01,94.6,,112.45
1993-07-19,445.75,446.78,444.83,446.03,216370000,11.46,,,5.71,3.03,94.22,,111.27
1993-07-20,446.03,447.63,443.71,447.31,277420000,11.05,,,5.75,3.06,94.02,,110.16
1993-07-21,447.28,447.5,445.84,447.18,278590000,11.97,,,5.83,3.07,93.97,,111.12
1993-07-22,447.18,447.23,443.72,444.51,249630000,11.69,,,5.9,3.09,93.99,,110.22
1993-07-23,444.54,447.1,444.54,447.1,222170000,11.32,,,5.95,3.09,94.57,,113.03
1993-07-26,447.06,449.5,447.04,449.09,222580000,11.32,,,5.93,3.08,94.76,,112.1
1993-07-27,449.0,449.44,446.76,448.24,256750000,11.34,,,5.92,3.1,94.88,,111.49
1993-07-28,448.25,448.61,446.59,447.19,273100000,11.37,,,5.9,3.08,94.44,,111.15
1993-07-29,447.19,450.77,447.19,450.24,261240000,11.25,,,5.81,3.02,95.53,,110.87
1993-07-30,450.19,450.22,446.98,448.13,254420000,11.73,,,5.83,3.03,95.37,,112.89
1993-08-02,448.13,450.15,448.03,450.15,230380000,11.47,,,5.85,3.07,94.63,,111.93
1993-08-03,450.15,450.43,447.59,449.27,253110000,11.49,,,5.83,3.08,94.4,,110.98
1993-08-04,449.27,449.72,447.93,448.54,230040000,11.71,,,5.87,3.08,94.38,,110.74
1993-08-05,448.55,449.61,446.94,448.13,261900000,12.03,,,5.86,3.05,94.52,,110.05
1993-08-06,448.13,449.26,447.87,448.68,221170000,12.33,,,5.86,3.04,94.14,,113.24
1993-08-09,448.68,451.51,448.31,450.72,232750000,12.39,,,5.82,3.02,94.38,,111.59
1993-08-10,450.71,450.71,449.1,449.45,255520000,12.31,,,5.82,3.03,95.21,,111.35
1993-08-11,449.6,451.0,449.6,450.46,268330000,12.07,,,5.75,3.02,95.23,,112.07
1993-08-12,450.47,451.63,447.53,448.96,278530000,12.38,,,5.77,3.01,95.27,,113.49
1993-08-13,448.97,450.25,448.97,450.14,214370000,12.19,,,5.72,3.02,95.13,,116.73
1993-08-16,450.25,453.41,450.25,452.38,233640000,12.01,,,5.68,3.02,93.94,,111.14
1993-08-17,452.38,453.7,451.96,453.13,261320000,11.59,,,5.7,3.01,93.98,,113.88
1993-08-18,453.21,456.99,453.21,456.04,312940000,11.52,,,5.69,2.99,93.38,,113.08
1993-08-19,456.01,456.76,455.2,456.43,293330000,11.63,,,5.64,2.98,94.12,,113.81
1993-08-20,456.51,456.68,454.6,456.16,276800000,11.62,,,5.61,2.99,93.38,,115.05
1993-08-23,456.12,456.12,454.29,455.23,212500000,12.15,,,5.6,2.99,93.68,,114.24
1993-08-24,455.23,459.77,455.04,459.77,270700000,11.8,,,5.54,2.99,93.56,,115.17
1993-08-25,459.75,462.04,459.3,460.13,301650000,12.1,,,5.51,2.98,94.01,,116.05
1993-08-26,460.04,462.87,458.82,461.04,254070000,12.14,,,5.42,3.0,93.3,,112.85
1993-08-27,461.05,461.05,459.19,460.54,196140000,11.91,,,5.48,3.02,93.3,,114.5
1993-08-30,460.54,462.58,460.28,461.9,194180000,11.74,,,5.44,3.02,93.62,,115.29
1993-08-31,461.9,463.56,461.29,463.56,252830000,11.85,,,5.45,3.01,93.95,,114.28
1993-09-01,463.55,463.8,461.77,463.15,245040000,11.48,,,5.46,3.01,93.51,,116.1
1993-09-02,463.13,463.54,461.07,461.3,259870000,11.87,,,5.41,2.99,93.19,,115.01
1993-09-03,461.3,462.05,459.91,461.34,197160000,11.16,,,5.31,2.94,92.08,,115.82
1993-09-07,461.34,462.07,457.95,458.52,229500000,12.9,,,5.23,2.93,91.36,,114.1
1993-09-08,458.52,458.53,453.75,456.65,283100000,13.24,,,5.23,2.96,91.72,,116.16
1993-09-09,456.65,458.11,455.17,457.5,258070000,12.67,,,5.35,2.98,91.05,,116.02
1993-09-10,457.49,461.86,457.49,461.72,269950000,11.7,,,5.29,2.96,90.8,,115.9
1993-09-13,461.7,463.38,461.41,462.06,244970000,12.16,,,5.26,2.97,91.18,,113.78
1993-09-14,461.93,461.93,458.15,459.9,258650000,13.15,,,5.37,2.99,91.21,,117.39
1993-09-15,459.9,461.96,456.31,461.6,294410000,12.7,,,5.39,2.96,90.75,,119.11
1993-09-16,461.54,461.54,459.0,459.43,229700000,13.36,,,5.37,2.95,90.94,,118.46
1993-09-17,459.43,459.43,457.09,458.83,381370000,13.39,,,5.38,2.95,91.4,,118.4
1993-09-20,458.84,459.91,455.0,455.05,231130000,14.6,,,5.42,2.95,91.4,,117.62
1993-09-21,455.05,455.8,449.64,452.95,300310000,17.3,,,5.47,2.92,92.72,,118.14
1993-09-22,452.94,456.92,452.94,456.2,298960000,13.75,,,5.45,2.92,92.32,,116.46
1993-09-23,456.25,458.69,456.25,457.74,275350000,13.36,,,5.42,2.93,92.81,,120.39
1993-09-24,457.74,458.56,456.92,457.63,248270000,12.47,,,5.42,2.93,92.65,,118.26
1993-09-27,457.63,461.81,457.63,461.8,244920000,12.49,,,5.3,2.91,92.25,,119.73
1993-09-28,461.84,462.08,460.91,461.53,243320000,12.19,,,5.28,2.9,91.82,,115.58
1993-09-29,461.6,462.17,459.51,460.11,277690000,12.63,,,5.35,2.93,91.89,,115.4
1993-09-30,460.11,460.56,458.28,458.93,280980000,12.99,,,5.4,2.92,92.82,,114.97
1993-10-01,458.93,461.48,458.35,461.28,256880000,11.83,,,5.34,2.92,92.69,,117.13
1993-10-04,461.28,461.8,460.02,461.34,229380000,12.85,,,5.34,2.93,92.35,,117.69
1993-10-05,461.34,463.15,459.45,461.2,294570000,12.97,,,5.35,3.0,92.43,,116.99
1993-10-06,461.24,462.6,460.26,460.74,277070000,12.68,,,5.35,2.98,92.28,,116.16
1993-10-07,460.71,461.13,459.08,459.18,255210000,13.14,,,5.33,2.98,92.31,,116.09
1993-10-08,459.18,460.99,456.4,460.31,243600000,12.04,,,5.26,2.98,91.65,,116.57
1993-10-11,460.31,461.87,460.31,460.88,183060000,12.26,,,,,91.71,,116.26
1993-10-12,461.04,462.47,460.73,461.12,263970000,12.41,,,5.27,3.01,91.32,,118.24
1993-10-13,461.12,461.98,460.76,461.49,290930000,11.38,,,5.27,3.03,91.78,,117.96
1993-10-14,461.55,466.83,461.55,466.83,352530000,11.0,,,5.23,3.01,92.39,,119.85
1993-10-15,466.83,471.1,466.83,469.5,366110000,10.87,,,5.19,3.01,92.52,,114.12
1993-10-18,469.5,470.04,468.02,468.45,329580000,11.33,,,5.27,3.02,93.36,,113.5
1993-10-19,468.41,468.64,464.8,466.21,304400000,11.61,,,5.27,3.06,93.43,,112.92
1993-10-20,466.21,466.87,464.54,466.07,305670000,11.32,,,5.26,3.04,93.34,,113.59
1993-10-21,466.06,466.64,464.38,465.36,289600000,11.2,,,5.35,3.05,94.14,,113.54
1993-10-22,465.36,467.82,463.27,463.27,301440000,11.48,,,5.42,3.04,94.44,,113.02
1993-10-25,463.27,464.49,462.05,464.2,260310000,11.83,,,5.47,3.04,94.81,,115.39
1993-10-26,464.2,464.32,462.65,464.3,284530000,11.83,,,5.43,3.08,94.71,,115.21
1993-10-27,464.3,464.61,463.36,464.61,279830000,12.01,,,5.44,3.08,94.85,,114.92
1993-10-28,464.52,468.76,464.52,467.73,301220000,11.88,,,5.41,3.04,94.48,,115.07
1993-10-29,467.72,468.2,467.37,467.83,270570000,11.46,,,5.388,3.03,95.08,,113.73
1993-11-01,467.83,469.11,467.33,469.1,256030000,11.78,,,5.56,3.06,95.28,,114.54
1993-11-02,469.1,469.1,466.2,468.44,304780000,11.74,,,5.606,3.12,95.44,,114.18
1993-11-03,468.44,468.61,460.95,463.02,342110000,13.26,,,5.606,3.08,95.01,,113.69
1993-11-04,463.02,463.16,457.26,457.49,323430000,14.68,,,5.665,3.07,95.13,,114.64
1993-11-05,457.49,459.63,454.36,459.57,336890000,14.97,,,5.728,3.07,94.88,,116.07
1993-11-08,459.57,461.54,458.78,460.21,234340000,14.31,,,5.669,3.06,94.6,,115.73
1993-11-09,460.21,463.42,460.21,460.33,276360000,13.94,,,5.623,3.11,95.1,,113.94
1993-11-10,460.4,463.72,459.57,463.72,283450000,13.72,,,5.681,3.11,94.89,,115.82
1993-11-11,463.72,464.96,462.49,462.64,283820000,13.88,,,,,94.98,,116.2
1993-11-12,462.64,465.84,462.64,465.39,326240000,13.33,,,5.643,3.11,94.5,,116.13
1993-11-15,465.39,466.13,463.01,463.75,251030000,14.46,,,5.664,3.11,94.95,,117.5
1993-11-16,463.75,466.74,462.97,466.74,303980000,15.11,,,5.627,3.09,95.26,,121.47
1993-11-17,466.74,467.24,462.73,464.81,316940000,15.57,,,5.622,3.09,95.19,,117.05
1993-11-18,464.83,464.88,461.73,463.62,313490000,14.65,,,5.694,3.1,95.69,,117.78
1993-11-19,463.59,463.6,460.03,462.6,302970000,15.03,,,5.829,3.11,96.02,,116.81
1993-11-22,462.6,462.6,457.08,459.13,280130000,15.9,,,5.864,3.12,95.78,,117.46
1993-11-23,459.13,461.77,458.47,461.03,260400000,14.27,,,5.787,3.11,95.68,,118.86
1993-11-24,461.03,462.9,461.03,462.36,230630000,13.51,,,5.817,3.11,95.6,,119.16
1993-11-26,462.36,463.63,462.36,463.06,90220000,13.77,,,5.749,3.1,96.02,,120.85
1993-11-29,463.06,464.83,461.83,461.9,272710000,14.12,,,5.732,3.11,95.95,,117.24
1993-11-30,461.9,463.62,460.45,461.79,286660000,13.76,,,5.795,3.14,96.21,,118.45
1993-12-01,461.93,464.47,461.63,461.89,293870000,13.83,,,5.783,3.11,96.47,,119.17
1993-12-02,461.89,463.22,461.45,463.11,256370000,13.51,,,5.778,3.11,96.44,,120.71
1993-12-03,463.13,464.89,462.67,464.89,268360000,12.69,,,5.783,3.11,96.08,,121.48
1993-12-06,464.89,466.89,464.4,466.43,292370000,12.84,,,5.681,3.09,94.98,,117.29
1993-12-07,466.43,466.77,465.44,466.76,285690000,12.41,,,5.677,3.08,95.11,,117.35
1993-12-08,465.88,466.73,465.42,466.29,314460000,12.46,,,5.672,3.08,95.16,,115.23
1993-12-09,466.29,466.54,463.87,464.18,287570000,12.43,,,5.643,3.05,95.3,,115.47
1993-12-10,464.18,464.87,462.66,463.93,245620000,12.6,,,5.694,3.05,95.05,,117.04
1993-12-13,463.93,465.71,462.71,465.7,256580000,10.98,,,5.749,3.04,95.51,,121.06
1993-12-14,465.73,466.12,462.46,463.06,275050000,11.13,,,5.779,3.04,95.81,,115.57
1993-12-15,463.06,463.69,461.84,461.84,331770000,11.03,,,5.791,3.03,95.98,,116.08
1993-12-16,461.86,463.98,461.86,463.34,284620000,10.9,,,5.804,3.02,95.67,,116.75
1993-12-17,463.34,466.38,463.34,466.38,363750000,11.08,,,5.774,3.03,95.74,,119.28
1993-12-20,466.38,466.9,465.53,465.85,255900000,10.75,,,5.796,3.05,95.73,,115.69
1993-12-21,465.84,465.92,464.03,465.3,273370000,10.08,,,5.822,3.07,95.66,,118.79
1993-12-22,465.08,467.38,465.08,467.32,272440000,9.31,,,5.715,3.05,95.14,,117.1
1993-12-23,467.3,468.97,467.3,467.38,227240000,9.48,,,5.681,3.05,94.68,,113.43
1993-12-27,467.4,470.55,467.35,470.54,171200000,9.7,,,5.677,3.06,95.24,,114.07
1993-12-28,470.61,471.05,469.43,470.94,200960000,9.82,,,5.685,3.06,95.14,,115.78
1993-12-29,470.88,471.29,469.87,470.58,269570000,10.46,,,5.694,3.0,96.45,,113.11
1993-12-30,470.58,470.58,468.09,468.64,195860000,10.69,,,5.787,2.98,96.7,,114.26
1993-12-31,468.66,470.75,466.45,466.45,168590000,11.66,,,5.783,3.0,96.84,,114.16
1994-01-03,466.51,466.94,464.36,465.44,270140000,12.57,,,5.887,3.03,96.97,,115.89
1994-01-04,465.44,466.89,464.44,466.89,326600000,11.91,,,5.861,3.08,96.55,,118.42
1994-01-05,466.89,467.82,465.92,467.55,400030000,10.94,,,5.865,3.07,96.58,,117.12
1994-01-06,467.55,469.0,467.02,467.12,365960000,11.27,,,5.805,3.05,96.82,,116.08
1994-01-07,467.09,470.26,467.03,469.9,324920000,10.96,,,5.655,3.01,96.08,,116.67
1994-01-10,469.9,475.27,469.55,475.27,319490000,10.74,,,5.621,2.99,96.43,,118.5
1994-01-11,475.27,475.28,473.27,474.13,305490000,11.29,,,5.621,2.97,96.69,,120.53
1994-01-12,474.13,475.06,472.14,474.17,310690000,11.65,,,5.554,2.95,96.23,,119.17
1994-01-13,474.17,474.17,471.8,472.47,277970000,12.08,,,5.664,2.95,96.77,,119.43
1994-01-14,472.5,475.32,472.5,474.91,304920000,11.15,,,5.728,2.97,96.68,,121.85
1994-01-17,474.91,474.91,472.84,473.3,233980000,11.88,,,,,96.83,,119.41
1994-01-18,473.3,475.19,473.29,474.25,308840000,11.63,,,5.698,2.96,96.38,,120.25
1994-01-19,474.25,474.7,472.21,474.3,311370000,11.76,,,5.706,2.97,96.47,,115.53
1994-01-20,474.3,475.0,473.42,474.98,310450000,11.16,,,5.664,2.94,96.18,,114.37
1994-01-21,474.98,475.56,473.72,474.72,346350000,11.09,,,5.677,2.95,96.71,,114.36
1994-01-24,474.72,475.2,471.49,471.97,296900000,11.6,,,5.689,2.94,96.54,,117.47
1994-01-25,471.97,472.56,470.27,470.92,326120000,11.38,,,5.724,2.93,96.5,,116.21
1994-01-26,470.92,473.44,470.72,473.2,304660000,11.17,,,5.719,2.92,96.15,,117.69
1994-01-27,473.2,477.52,473.2,477.05,346500000,10.3,,,5.672,2.92,95.45,,116.28
1994-01-28,477.05,479.75,477.05,478.7,313140000,9.94,,,5.617,2.94,96.18,,115.42
1994-01-31,478.7,482.85,478.7,481.61,322870000,10.63,,,5.638,2.97,95.59,,115.44
1994-02-01,481.6,481.64,479.18,479.62,322510000,10.65,,,5.715,3.03,95.52,,117.18
1994-02-02,479.62,482.23,479.57,482.0,328960000,10.61,,,5.715,3.06,95.53,,115.96
1994-02-03,481.96,481.96,478.71,480.71,318350000,10.75,,,5.758,3.14,95.87,,117.56
1994-02-04,480.68,481.02,469.28,469.81,378380000,15.25,,,5.888,3.23,96.75,,117.87
1994-02-07,469.81,472.09,467.57,471.76,348270000,13.96,,,5.91,3.22,96.64,,120.2
1994-02-08,471.76,472.33,469.5,471.05,318180000,13.66,,,5.954,3.25,96.95,,119.01
1994-02-09,471.05,473.41,471.05,472.77,332670000,13.3,,,5.928,3.25,96.83,,117.16
1994-02-10,472.81,473.13,468.91,468.93,327250000,14.24,,,5.904,3.26,96.6,,115.16
1994-02-11,468.93,471.13,466.89,470.18,213740000,14.46,,,5.871,3.25,96.65,,119.63
1994-02-14,470.18,471.99,469.05,470.23,263190000,14.28,,,5.883,3.25,94.91,,116.59
1994-02-15,470.23,473.41,470.23,472.52,306790000,13.4,,,5.867,3.27,95.23,,116.86
1994-02-16,472.53,474.16,471.94,472.79,295450000,13.13,,,5.875,3.27,95.16,,117.0
1994-02-17,472.79,475.12,468.44,470.34,340030000,13.79,,,5.984,3.27,95.15,,116.52
1994-02-18,470.29,471.09,466.07,467.69,293210000,14.7,,,6.077,3.28,94.6,,117.91
1994-02-22,467.69,471.65,467.58,471.46,270900000,13.52,,,6.039,3.29,95.23,,119.08
1994-02-23,471.48,472.41,469.47,470.69,309910000,13.91,,,6.124,3.37,95.38,,119.1
1994-02-24,470.65,470.65,464.26,464.26,342940000,15.96,,,6.202,3.36,95.01,,118.47
1994-02-25,464.33,466.48,464.33,466.07,273680000,14.8,,,6.193,3.37,94.77,,119.59
1994-02-28,466.07,469.16,466.07,467.14,268690000,14.87,,,6.15,3.36,94.55,,116.35
1994-03-01,467.19,467.43,462.02,464.44,304450000,15.83,,,6.28,3.49,94.77,,117.71
1994-03-02,464.4,464.87,457.49,464.81,361130000,16.08,,,6.289,3.47,94.51,,119.38
